summary,vocab,relation,category
atrium restaurant landmark bangkok hotel is its specific place,landmark,Locationreviews,0
atrium restaurant landmark bangkok hotel is wow,landmark,Locationreviews,0
atsumi raw cafe is average steak lots of mosquitoes,steak,foodreview,1
atsumi raw cafe is expensive for average steak and sides,steak,foodreview,1
atsumi raw cafe is good steaks in town,town,Locationreviews,0
au bon coin is best steak in bangkok,steak,foodreview,1
au bon coin is best steak in thailand,steak,foodreview,1
au bon coin is great steak,steak,foodreview,1
au four et au moulin is eat here three times on most recent trip,eat,foodreview,1
au four et au moulin is great food is lovely setting,great food,foodreview,1
au four et au moulin is recommended nice taste good portion,taste,foodreview,1
au four et au moulin is the best tamarind fish in a awesome location,location,Locationreviews,0
audrey cafe des fleurs is aroi delicious,delicious,foodreview,1
audrey cafe des fleurs is good japanese cuisine,cuisine,foodreview,1
audrey cafe des fleurs is sushi was busy traffic,busy traffic,Locationreviews,0
audy restaurant is delicious air conditioned nice everything friendly staff,delicious,foodreview,1
audy restaurant is great location,location,Locationreviews,0
audy restaurant is great meal,great meal,foodreview,1
aussie pub kamala is great coffee,coffee,foodreview,1
aussie pub kamala is nice ambience tasty food rude poor service,tasty,foodreview,1
austrian garden restaurant is great food at affordable prices,great food,foodreview,1
austrian garden restaurant is great place to eat,great place,Locationreviews,0
authors  lounge is relax on the beach,relax,Locationreviews,0
autogrill risto bar pizza is best meal,pizza,foodreview,1
autogrill risto bar pizza is relax on the beach,relax,Locationreviews,0
autogrill risto bar pizza is simply scrumptious,pizza,foodreview,1
autogrill risto bar pizza is worth the walk,pizza,foodreview,1
ava pub is good food that had us going back the next night for more,good food,foodreview,1
axis spin sky lounge bar is great food weird location,great food,foodreview,1
axis spin sky lounge bar is unbelievable steak great service,steak,foodreview,1
azuma is great food and atmosphere,great food,foodreview,1
azuma is great food but pricey,great food,foodreview,1
azuma is so healthy so yummy,healthy,foodreview,1
azuma soba is best paella ever and i mean it,soba,foodreview,1
azuma soba is cozy place and a good choice for meeting,soba,foodreview,1
azuma soba is good spanish food in a cozy setting,soba,foodreview,1
azuma soba is ok but will not be going back given the other bangkok options,soba,foodreview,1
azure is best paella ever and i mean it,paella,foodreview,1
azure is cozy place and a good choice for meeting,place,Locationreviews,0
azure is good spanish food in a cozy setting,spanish food,foodreview,1
azure restaurant bar is dinner,dinner,foodreview,1
azure restaurant bar is great burger bar,burger,foodreview,1
azzurro italian restaurant is delicious,delicious,foodreview,1
b b b bar is authentic american bbq in bangkok,bbq,foodreview,1
b b b bar is bbq bucket list worthy,bbq,foodreview,1
b b b bar is serious bbq,bbq,foodreview,1
b been restaurant is delicious,delicious,foodreview,1
b hive gallery bar and restaurant is cheap and yummy chinese food,yummy,foodreview,1
b hive gallery bar and restaurant is oldie but goodie place for simple meal,place,Locationreviews,0
b hive gallery bar and restaurant is yummy,yummy,foodreview,1
b sharp and b sweet is dinner,dinner,foodreview,1
b sharp and b sweet is fantastic meat and wine,meat,foodreview,1
b sharp and b sweet is talented grill master,grill,foodreview,1
b story cafe is decent indian cuisine with reasonable price,cuisine,foodreview,1
b story cafe is tasty indian,tasty,foodreview,1
ba an rao restaurant bar is excellent japanese cuisine,cuisine,foodreview,1
ba an rao restaurant bar is good food and service,good food,foodreview,1
baan ajarn is super cool place in chinatown,place,Locationreviews,0
baan alissa restaurant is super cool place in chinatown,place,Locationreviews,0
baan bang la restaurant is delicious food very fair prices,delicious,foodreview,1
baan bang la restaurant is good food good price and good size portion,good food,foodreview,1
baan bang la restaurant is wonderful and real indain test,wonderful,Locationreviews,0
baan bar is excellent dinner for foodies,dinner,foodreview,1
baan bar is wonderful,wonderful,Locationreviews,0
baan chang restaurant bar is excellent food and service,excellent food,foodreview,1
baan chang restaurant bar is nice cocktails,cocktails,foodreview,1
baan chang restaurant bar is tasty food nice atmosphere,tasty,foodreview,1
baan chom view is all goid,view,Locationreviews,0
baan chom view is great food right on the beach,view,Locationreviews,0
baan chom view is lovely friendly bar,view,Locationreviews,0
baan chom view is lovely restaurant and friendly staff,view,Locationreviews,0
baan dum beachfront seafood is best breakfast in patong,seafood,foodreview,1
baan dum beachfront seafood is great cafe with healthy breakfasts,seafood,foodreview,1
baan dum beachfront seafood is great food at a great price,seafood,foodreview,1
baan dum beachfront seafood is lovely cafe wish we found sooner,seafood,foodreview,1
baan e sarn mungyos is a no no for food a yes yes for cocktails,cocktails,foodreview,1
baan e sarn mungyos is favorite royal thai cuisine,thai cuisine,foodreview,1
baan e sarn mungyos is real thai taste,taste,foodreview,1
baan glang soi is delicious food value,delicious,foodreview,1
baan glang soi is dinber buffet on 2 fl,buffet,foodreview,1
baan glang soi is finest dining with a great atmosphere,great atmosphere,Locationreviews,0
baan glom gig is atrium restaurant landmark hotel sukhumvit,landmark,Locationreviews,0
baan glom gig is buffet fantastic,buffet,foodreview,1
baan glom gig is great food with great variety,great food,foodreview,1
baan ice is genuine and delicious,delicious,foodreview,1
baan ice is great selection of delicious healthy food,delicious,foodreview,1
baan ice is phukets very healthy gem,healthy,foodreview,1
baan ice siam paragon is good food and great service,good food,foodreview,1
baan ice siam paragon is great mussel and pasta,pasta,foodreview,1
baan ice siam paragon is quiet and pleasant place,place,Locationreviews,0
baan itsara restaurant is good food and great service,good food,foodreview,1
baan itsara restaurant is great mussel and pasta,pasta,foodreview,1
baan itsara restaurant is quiet and pleasant place,place,Locationreviews,0
baan kanom is so delicious,delicious,foodreview,1
baan kanom is very good food,good food,foodreview,1
baan karon restaurant is caramel machiato,caramel machiato,foodreview,1
baan keanglay is fresh salads yum,yum,foodreview,1
baan keanglay is new name costa grill,grill,foodreview,1
baan khanitha at fifty three is nice food but bad service,nice food,foodreview,1
baan khanitha by the river is nice food but bad service,nice food,foodreview,1
baan khanitha gallery is good french restaurant in city,city,Locationreviews,0
baan khanitha thai cuisine is amazing food and service,thai cuisine,foodreview,1
baan khanitha thai cuisine is excelente food good value for money,thai cuisine,foodreview,1
baan khanitha thai cuisine is good food at a good price,thai cuisine,foodreview,1
baan khanitha thai cuisine is great restaurant,thai cuisine,foodreview,1
baan khao lak seafood is disturbing staff behavior,seafood,foodreview,1
baan khao lak seafood is family friendly footy friendly,seafood,foodreview,1
baan khao lak seafood is great for any new zealander or ozzie who loves sport,seafood,foodreview,1
baan khao lak seafood is would not return,seafood,foodreview,1
baan khaosan is great food,great food,foodreview,1
baan khaosan is great food experience,great food,foodreview,1
baan khaosan is lovely place,place,Locationreviews,0
baan klang nam 1 is authentic italian food,italian food,foodreview,1
baan klang nam 1 is nice romantic dinner in a pleasant atmosphere,dinner,foodreview,1
baan klang nam 1 is the best in town,town,Locationreviews,0
baan klang nam home since 1983 is great taste for cocktails,taste,foodreview,1
baan klang nam home since 1983 is nice view,nice view,Locationreviews,0
baan klang nam home since 1983 is tiny but cosy if you get window view lucky,view,Locationreviews,0
baan mai is great taste for cocktails,taste,foodreview,1
baan mai is nice view,nice view,Locationreviews,0
baan mai is tiny but cosy if you get window view lucky,view,Locationreviews,0
baan nokkachan is expensive bbq,bbq,foodreview,1
baan nokkachan is good places for soba lover,soba,foodreview,1
baan nokkachan is not soba not terrible but not soba,soba,foodreview,1
baan nokkachan is very good kakiage bowl soba,soba,foodreview,1
baan noy restaurant is a good soba and japanese restaurant,soba,foodreview,1
baan noy restaurant is first time eating soba noodles,soba,foodreview,1
baan noy restaurant is good decent soba place,soba,foodreview,1
baan noy restaurant is value for money great soba and beer,soba,foodreview,1
baan peeraka garden restuarant is centara karon restaurant great breakfast alternative,breakfast,foodreview,1
baan peeraka garden restuarant is delicious,delicious,foodreview,1
baan peeraka garden restuarant is great breakfast,breakfast,foodreview,1
baan phadthai is best bbq dinner,best bbq,foodreview,1
baan phadthai is best restaurant in town,town,Locationreviews,0
baan phangnga is different location,location,Locationreviews,0
baan phangnga is escape the monsoon with great italian food,italian food,foodreview,1
baan phutawan is very nice and friendly and tasty,tasty,foodreview,1
baan pipat is very nice and friendly and tasty,tasty,foodreview,1
baan ploy samed restaurant is dinner,dinner,foodreview,1
baan ploy samed restaurant is great place to relax,great place,Locationreviews,0
baan ploy samed restaurant is wonderful find,wonderful find,Locationreviews,0
baan poo doo lay is italian thai fusion cuisine with a very good atmosphere in the center of downtown of bangkok,fusion,foodreview,1
